"TEHC_ST","term","estimate","std.error","statistic","p.value","state"
1,"(Intercept)",5.9166383661092,0.0857917933696799,68.965085513648,0,"AL"
1,"EJB1_UNION",2.90823720943215,0.228195395822596,12.7445043268668,1.17926695661784e-36,"AL"
2,"(Intercept)",5.93348751506982,0.277751525370612,21.3625740026183,7.4435438471977e-72,"AK"
2,"EJB1_UNION",3.92660190860049,0.791307547616148,4.962169159677,9.66460059084673e-07,"AK"
4,"(Intercept)",5.87345533500904,0.0883717949532909,66.4630082269288,0,"AZ"
4,"EJB1_UNION",0.49128513793423,0.4157075229631,1.18180478051594,0.237339384566697,"AZ"
5,"(Intercept)",5.92252766012919,0.120868846530589,48.9996209124933,0,"AR"
5,"EJB1_UNION",1.51590047076266,0.509256464507826,2.97669362376718,0.00294338999295645,"AR"
6,"(Intercept)",4.47552397175544,0.0364266767515589,122.863911036405,0,"CA"
6,"EJB1_UNION",2.00931427734333,0.0858622012080746,23.4016161835177,3.49685862728442e-120,"CA"
8,"(Intercept)",5.92783132541788,0.0801329142290946,73.974987462338,0,"CO"
8,"EJB1_UNION",2.29925119600557,0.285793163549072,8.04515813972846,1.01492699740132e-15,"CO"
9,"(Intercept)",5.72340961840319,0.122247944935025,46.8180436198352,0,"CT"
9,"EJB1_UNION",3.56286373910489,0.295709659214902,12.048519986003,1.22510522771774e-32,"CT"
10,"(Intercept)",6.35446722906756,0.251773155425941,25.2388592354784,5.79769352723655e-97,"DE"
10,"EJB1_UNION",3.87042809760733,0.746879877744465,5.18212929942068,2.98025693824395e-07,"DE"
11,"(Intercept)",5.32000619957188,0.245241555012123,21.6929231235257,5.47509904147928e-81,"DC"
11,"EJB1_UNION",4.26333940060344,0.931006349086422,4.57928069425839,5.48100768762632e-06,"DC"
12,"(Intercept)",5.87636749416971,0.0559109832046126,105.102202775875,0,"FL"
12,"EJB1_UNION",1.20838586046768,0.208324737588618,5.80049145605499,6.77105014995486e-09,"FL"
13,"(Intercept)",5.77537948022727,0.0680537563897652,84.8649624445396,0,"GA"
13,"EJB1_UNION",0.0853558234394646,0.264851260924973,0.322278335173356,0.747250175992655,"GA"
15,"(Intercept)",5.62028451404189,0.266768864698673,21.0679927749074,7.44892248891295e-79,"HI"
15,"EJB1_UNION",2.79214238249534,0.493916346716319,5.65306736871174,2.18668071567251e-08,"HI"
16,"(Intercept)",5.87492385174029,0.1292074870028,45.4689119649311,0,"ID"
16,"EJB1_UNION",2.27032790147279,0.492635413562888,4.60853572229631,4.27183078424199e-06,"ID"
17,"(Intercept)",6.00747213413907,0.0746779937417306,80.4450124211364,0,"IL"
17,"EJB1_UNION",2.04667479859645,0.180931061828935,11.3119039810396,1.97625376757036e-29,"IL"
18,"(Intercept)",6.78818396980431,0.0739465084827455,91.7985731725014,0,"IN"
18,"EJB1_UNION",2.23690170970713,0.24834841694596,9.00711080511484,2.74528634234779e-19,"IN"
19,"(Intercept)",6.74341083209495,0.121204119176888,55.6368123285768,0,"IA"
19,"EJB1_UNION",1.27655555539394,0.402479915020652,3.17172486813021,0.00153405360375063,"IA"
20,"(Intercept)",7.3390961819963,0.112625070769751,65.1639651086233,0,"KS"
20,"EJB1_UNION",0.548985539646166,0.396777393098798,1.3836109344805,0.166596759525985,"KS"
21,"(Intercept)",6.16965391147443,0.0999959988159347,61.6990078056131,0,"KY"
21,"EJB1_UNION",2.15725018767364,0.303738782238193,7.10232052613523,1.46987018089377e-12,"KY"
22,"(Intercept)",6.35812294649241,0.0960107442669801,66.2230357137132,0,"LA"
22,"EJB1_UNION",0.459444902101474,0.338199120077232,1.35850413211174,0.174380744275956,"LA"
23,"(Intercept)",7.5474311352107,0.193279950922501,39.0492190172221,5.83772161010416e-204,"ME"
23,"EJB1_UNION",1.23961127473788,0.42714685367046,2.90207282129305,0.00378763441023188,"ME"
24,"(Intercept)",6.53231224395086,0.0911112105391911,71.6960317538642,0,"MD"
24,"EJB1_UNION",1.36830388788525,0.243715176731786,5.61435650513919,2.0732952854573e-08,"MD"
25,"(Intercept)",6.84730483960959,0.113487812464089,60.3351557399725,0,"MA"
25,"EJB1_UNION",-0.925307094640027,0.283817012534392,-3.26022420705983,0.00112349626769438,"MA"
26,"(Intercept)",6.27701940235343,0.0674574425480666,93.0515472459656,0,"MI"
26,"EJB1_UNION",2.09644138235395,0.170103964286691,12.3244710441941,1.30073896198808e-34,"MI"
27,"(Intercept)",8.11477942643877,0.0868199982120741,93.466708057479,0,"MN"
27,"EJB1_UNION",2.04144994952608,0.205034890642158,9.95659784113998,3.99570337527237e-23,"MN"
28,"(Intercept)",5.90284369413526,0.0976384694165788,60.4561268668656,0,"MS"
28,"EJB1_UNION",-1.79910811271559,0.448006022103675,-4.01581234169047,6.04723546584268e-05,"MS"
29,"(Intercept)",6.0052931817242,0.101635568636063,59.0865310472947,0,"MO"
29,"EJB1_UNION",1.54361386081736,0.249280247487447,6.19228308851502,6.55424831450946e-10,"MO"
30,"(Intercept)",5.16976143601391,0.164331292040284,31.4593853174757,5.19106816084892e-164,"MT"
30,"EJB1_UNION",3.86653340503131,0.551485020893628,7.01113041795037,3.69820492662845e-12,"MT"
31,"(Intercept)",6.10345572517943,0.14141587038312,43.1596235178139,3.67555778001943e-281,"NE"
31,"EJB1_UNION",1.71726961408176,0.479630112439758,3.58040408544502,0.000352027935567338,"NE"
32,"(Intercept)",5.09283292022099,0.132192004205207,38.5260284904614,8.61406932945401e-257,"NV"
32,"EJB1_UNION",-0.605377363389681,0.301561237607793,-2.00747738068719,0.044803202388737,"NV"
33,"(Intercept)",4.73242751273176,0.197915360021974,23.9113705586384,8.31033622157282e-100,"NH"
33,"EJB1_UNION",4.07225708288098,0.674974148259598,6.03320452106378,2.28013048245659e-09,"NH"
34,"(Intercept)",5.75302919639695,0.097790501451606,58.8301431222743,0,"NJ"
34,"EJB1_UNION",1.92308516084503,0.254500790420227,7.55630329347764,4.96923355254803e-14,"NJ"
35,"(Intercept)",5.53797147485104,0.16179960886643,34.2273477275386,7.58198826618323e-189,"NM"
35,"EJB1_UNION",2.08356105285085,0.488255621233221,4.2673570200549,2.10582452326812e-05,"NM"
36,"(Intercept)",5.18743510769206,0.0725629626958453,71.4887446015083,0,"NY"
36,"EJB1_UNION",0.0547695786897572,0.147035559158677,0.372492062485724,0.709535010586212,"NY"
37,"(Intercept)",6.39122117614002,0.0669197851515509,95.5057037566101,0,"NC"
37,"EJB1_UNION",0.490858595144081,0.398148709031817,1.23285240918577,0.217667069409871,"NC"
38,"(Intercept)",7.42993966207533,0.208254940892691,35.6771351029016,2.22408463659583e-164,"ND"
38,"EJB1_UNION",4.5803970337731,0.723322267950538,6.33244300186029,4.13199418376354e-10,"ND"
39,"(Intercept)",5.93760267772262,0.0649564868302653,91.4089256895602,0,"OH"
39,"EJB1_UNION",2.81047018770334,0.187029374169087,15.0268918996782,2.03424340069401e-50,"OH"
40,"(Intercept)",6.07711968850844,0.0991477598892239,61.2935652333275,0,"OK"
40,"EJB1_UNION",2.89599358021314,0.407522993185405,7.10633173744773,1.43656596416416e-12,"OK"
41,"(Intercept)",5.61582122958547,0.107947481300085,52.023642997042,0,"OR"
41,"EJB1_UNION",1.88470347368252,0.260376062861354,7.23838993865613,5.4498066925946e-13,"OR"
42,"(Intercept)",6.57889820278044,0.0661282193155993,99.4870007217706,0,"PA"
42,"EJB1_UNION",1.11419883324197,0.179607269695249,6.20352859398451,5.7591406742528e-10,"PA"
44,"(Intercept)",5.69294163185358,0.279270956184261,20.3850114227325,9.73899390555926e-71,"RI"
44,"EJB1_UNION",3.31789468015885,0.567961495752184,5.84175988156516,8.4329132739685e-09,"RI"
45,"(Intercept)",5.4355092455523,0.0854885736075197,63.5817047376047,0,"SC"
45,"EJB1_UNION",-0.318839390269432,0.384114199032221,-0.830064056660105,0.406542808801725,"SC"
46,"(Intercept)",6.92040484212519,0.233610614010138,29.6236747266324,1.05294242053568e-120,"SD"
46,"EJB1_UNION",5.12019901284356,1.1873610404043,4.31225115075371,1.88069305051332e-05,"SD"
47,"(Intercept)",6.45322355229826,0.0819468998862752,78.7488429855669,0,"TN"
47,"EJB1_UNION",0.232548436356381,0.304722387312502,0.763148511690726,0.445407390732285,"TN"
48,"(Intercept)",5.48550168829195,0.042867387629293,127.964450171988,0,"TX"
48,"EJB1_UNION",2.42570173517196,0.171340383229144,14.1572096983577,2.79739717697704e-45,"TX"
49,"(Intercept)",6.47025726368053,0.117760664139372,54.944130206525,0,"UT"
49,"EJB1_UNION",2.08466055564308,0.497530095804326,4.1900190023137,2.87395813368298e-05,"UT"
50,"(Intercept)",7.5107236260554,0.278829056149159,26.9366605108671,2.9742868635068e-96,"VT"
50,"EJB1_UNION",1.88041841954233,0.888566369017906,2.11623856709845,0.0348669639128459,"VT"
51,"(Intercept)",7.04242396441002,0.0797113009688929,88.3491284022363,0,"VA"
51,"EJB1_UNION",1.976010168702,0.291501411010425,6.77873277474919,1.32381046566301e-11,"VA"
53,"(Intercept)",5.80431204483002,0.0776901390467488,74.7110523426579,0,"WA"
53,"EJB1_UNION",2.6436484016354,0.174407295733881,15.1579003075033,3.52022588072926e-51,"WA"
54,"(Intercept)",6.51783568546149,0.16815686358356,38.7604498951818,4.97788485195468e-225,"WV"
54,"EJB1_UNION",0.929572164496683,0.425377146345459,2.18528938962263,0.0290299975092399,"WV"
55,"(Intercept)",6.52020033210696,0.0760793394591064,85.7026411961902,0,"WI"
55,"EJB1_UNION",1.48957782232684,0.231386277695859,6.43762386067157,1.29854870400097e-10,"WI"
56,"(Intercept)",7.51980657629961,0.261217484724868,28.787531524622,1.44619858770912e-107,"WY"
56,"EJB1_UNION",4.40410891487209,1.18511391360067,3.71619037151569,0.000225463572387642,"WY"
61,"(Intercept)",1.935739740789,0.383644923779381,5.0456545123015,1.38963085055576e-06,NA
