"ESEX","r.squared","adj.r.squared","sigma","statistic","p.value","df","logLik","AIC","BIC","deviance","df.residual","nobs","state"
1,2.88447510773073e-05,2.52660380367642e-05,0.309826099936894,8.06009052682826,0.00452541863477801,1,-69071.0553861953,138148.110772391,138179.732229252,26822.3359179369,279422,279424,NA
2,2.48305119001852e-05,2.12172843786496e-05,0.319672980034559,6.87211412853549,0.00875558065729241,1,-77070.5062946068,154147.012589214,154178.605263805,28281.7165831923,276754,276756,NA
