"ESEX","term","estimate","std.error","statistic","p.value","state"
1,"(Intercept)",0.170907428525324,0.000491757080446012,347.544418415521,0,NA
1,"EJB1_UNION",-0.030010098203504,0.00136161542720422,-22.0400691736602,1.38231149351841e-107,NA
2,"(Intercept)",0.165737521946553,0.00050567482387528,327.75513852244,0,NA
2,"EJB1_UNION",-0.0428228423858781,0.00147022633051913,-29.126700765016,2.67097304370066e-186,NA
