"ESEX","r.squared","adj.r.squared","sigma","statistic","p.value","df","logLik","AIC","BIC","deviance","df.residual","nobs","state"
1,0.00265081865309551,0.00264724932361771,0.272563936377953,742.665721833704,2.58618198650736e-163,1,-33266.2349899798,66538.4699799596,66570.091436821,20758.5675804153,279422,279424,NA
2,0.00022601405175917,0.000222401551177587,0.307160826099732,62.5644333216285,2.58810858340681e-15,1,-66020.4523425332,132046.904685066,132078.497359658,26111.1235938245,276754,276756,NA
