"Ast_var","r.squared","adj.r.squared","sigma","statistic","p.value","df","logLik","AIC","BIC","deviance","df.residual","nobs"
"TDEBT_HOME_log",0.0065330312652958,0.00652655715173645,5.4439778393019,1009.10050548055,0,5,-2388843.32654561,4777700.65309123,4777781.50722213,22739233.47578,767261,767267
"TDEBT_VEH_log",0.00205071594789027,0.00204421262448373,4.2699154291471,315.333533284458,0,5,-2202461.90142713,4404937.80285426,4405018.65698516,13988838.949575,767261,767267
"TDEBT_RENT_log",0.000257174597894405,0.000250659586539692,1.81978104465902,39.4741595821295,1.0499033834142e-40,5,-1548076.88551452,3096167.77102905,3096248.62515995,2540863.86812989,767261,767267
"TDEBT_RE_log",0.000204032124815868,0.000197516767148298,1.54860771173891,31.3155678055087,5.34688210870364e-32,5,-1424270.74995419,2848555.49990838,2848636.35403929,1840034.46951101,767261,767267
"TDEBT_BUS_log",8.29619239217605e-05,7.64457772775007e-05,0.741138396212413,12.7317459921692,2.12868311533302e-12,5,-858853.146381648,1717720.2927633,1717801.1468942,421445.819512947,767261,767267
"TDEBT_CC_log",0.00389983753933304,0.00389334626607363,3.88087503581167,600.781600692563,0,5,-2129162.30051481,4258338.60102962,4258419.45516052,11555864.501293,767261,767267
"TDEBT_ED_log",0.000187721383202873,0.00018120591924331,3.5969971237068,28.8116678056568,2.46935771039254e-29,5,-2070879.71108875,4141773.4221775,4141854.2763084,9927120.75154986,767261,767267
"TDEBT_OT_log",0.000346487411243205,0.00033997298191224,2.03416130768362,53.1876843906491,2.13239528295359e-55,5,-1633525.42516378,3267064.85032756,3267145.70445847,3174781.94608528,767261,767267
"TMED_AMT_log",0.000548524366230263,0.000542011253510943,2.45959746045782,84.2184666326742,8.91588345760018e-89,5,-1779240.24882122,3558494.49764244,3558575.35177335,4641637.23569846,767261,767267
"TVAL_BANK_proportion",0.00369158332180243,0.0036747023067828,0.335751103408211,218.682544711973,0,13,-251313.896093898,502657.792187797,502831.051039736,86491.5126256208,767253,767267
"TVAL_STMF_proportion",0.0001054542108295,8.85124340033183e-05,0.10153455620265,6.22450714060879,7.42077176707821e-12,13,666315.128429498,-1332600.256859,-1332426.99800706,7909.81534553155,767253,767267
"TVAL_BOND_proportion",0.000139425599558958,0.00012248439832907,0.0387566415596524,8.22997127932686,7.2681805123071e-17,13,1405267.72001,-2810505.44002,-2810332.18116806,1152.47328779029,767253,767267
"TVAL_RENT_proportion",0.000211735727498662,0.000194795751460086,0.0872662121185002,12.4991751473684,6.22072934576463e-28,13,782506.850826075,-1564983.70165215,-1564810.44280021,5842.9321874707,767253,767267
"TVAL_RE_proportion",0.000298995380869487,0.000282056883320392,0.0757669858686523,17.6518241953027,1.16803587889741e-41,13,890922.215723335,-1781814.43144667,-1781641.17259473,4404.52030617032,767253,767267
"TVAL_OTH_proportion",0.000523602274837763,0.000506667582929832,0.105346802244267,30.9189135347006,9.12455943420328e-78,13,638034.748338968,-1276039.49667794,-1275866.237826,8514.93446698403,767253,767267
"TVAL_RET_proportion",0.00177958785412233,0.00176267444308598,0.27766393381137,105.217560803933,2.38155562323349e-284,13,-105564.92284394,211159.84568788,211333.10453982,59153.1041338923,767253,767267
"TVAL_BUS_proportion",4.68409630706429e-05,2.98981931270426e-05,0.0496162022591559,2.76465791761173,0.000606209412712872,13,1215741.02979958,-2431452.05959916,-2431278.80074723,1888.7985201029,767253,767267
"TVAL_HOME_proportion",0.00626110964504171,0.00624427216695478,0.356449260825328,371.855548243298,0,13,-297213.175344519,594456.350689037,594629.609540977,97484.1551285338,767253,767267
"TVAL_VEH_proportion",0.00278512298508165,0.00276822661139364,0.288805438908647,164.835546166298,0,13,-135750.532762979,271531.065525958,271704.324377898,63995.4844147772,767253,767267
"TVAL_ESAV_proportion",5.35907772863329e-05,3.66481217086712e-05,0.0369513528165241,3.16306833015741,9.11382710376538e-05,13,1441866.26183704,-2883702.52367408,-2883529.26482214,1047.60914512911,767253,767267
