"ESEX","r.squared","adj.r.squared","sigma","statistic","p.value","df","logLik","AIC","BIC","deviance","df.residual","nobs","state"
1,5.64333115254047e-05,5.28546972191624e-05,0.123267958143827,15.7695987037279,7.156081666006e-05,1,188460.25997559,-376914.51995118,-376882.898494318,4245.81435745165,279422,279424,NA
2,0.000223150921202789,0.000219538410275888,0.109411954712476,61.771694457079,3.87053152280084e-15,1,219661.29249937,-439316.58499874,-439284.992324148,3313.0154459642,276754,276756,NA
