"ESEX","term","estimate","std.error","statistic","p.value","state"
1,"(Intercept)",0.111167610104025,0.000557831544487568,199.285270262271,0,NA
1,"EJB1_UNION",-0.0398415110739683,0.00146197219177581,-27.2518939129574,2.58618197439592e-163,NA
2,"(Intercept)",0.145138532313899,0.000626109562400511,231.810119234462,0,NA
2,"EJB1_UNION",-0.0137158691736573,0.00173404185674053,-7.90976822176539,2.58810858285345e-15,NA
