"ESEX","r.squared","adj.r.squared","sigma","statistic","p.value","df","logLik","AIC","BIC","deviance","df.residual","nobs","state"
1,0.0032686491315701,0.00326508201319409,0.439127444598464,916.327631157396,5.87063668660804e-201,1,-166528.140483133,333062.280966265,333093.902423127,53881.7581043991,279422,279424,NA
2,0.00293051753376218,0.00292691480540963,0.436435654749996,813.416179916309,1.18815331660141e-178,1,-163236.388183934,326478.776367868,326510.369042459,52715.0172483038,276754,276756,NA
