"ESEX","r.squared","adj.r.squared","sigma","statistic","p.value","df","logLik","AIC","BIC","deviance","df.residual","nobs","state"
1,1.84383892577035e-05,1.59010347482447e-05,0.0410828066857086,7.26677694768,0.00702447195126329,1,698840.416070782,-1397674.83214156,-1397642.179016,665.167550927607,394104,394106,NA
2,2.31983137483101e-05,2.05185602867308e-05,0.0361770648958045,8.65688358342085,0.00325848113638012,1,709154.853425733,-1418303.70685147,-1418271.2175477,488.384353933184,373160,373162,NA
