"ESEX","term","estimate","std.error","statistic","p.value","state"
1,"(Intercept)",0.030726328323046,0.000303017538925244,101.401154639522,0,NA
1,"EJB1_UNION",0.000358061787501151,0.000794152320546881,0.450872934872969,0.652081481014454,NA
2,"(Intercept)",0.0285906645712916,0.000277513347785069,103.024466388675,0,NA
2,"EJB1_UNION",-0.00674293009032856,0.00076858714474588,-8.77314971558363,1.74692993362902e-18,NA
