"ESEX","term","estimate","std.error","statistic","p.value","state"
1,"(Intercept)",14.3642234939057,1.45079908009693,9.900904743437,4.15117735763536e-23,NA
1,"EJB1_UNION",10.6358411288719,4.01242309424259,2.65072772214208,0.00803217940421474,NA
2,"(Intercept)",28.4272377705212,2.19668307078756,12.9409827701405,2.69331245613864e-38,NA
2,"EJB1_UNION",-5.26563482714249,6.38143965610283,-0.825148416487297,0.40928786580351,NA
