"ESEX","r.squared","adj.r.squared","sigma","statistic","p.value","df","logLik","AIC","BIC","deviance","df.residual","nobs","state"
1,4.33996083965821e-05,3.98209474451461e-05,0.100733571549906,12.1273316988364,0.000496957554455674,1,244870.763074674,-489735.526149348,-489703.904692487,2835.36557050732,279422,279424,NA
2,7.7138348665612e-06,4.10054549693228e-06,0.099131935763125,2.1348511225493,0.143985575629594,1,246968.395177134,-493930.790354268,-493899.197679676,2719.7004940067,276754,276756,NA
