"TEHC_ST","term","estimate","std.error","statistic","p.value","state"
1,"(Intercept)",0.125147003006462,0.00282105611700324,44.36175595805,0,"AL"
1,"EJB1_UNION",-0.0147970725943184,0.00710463186630095,-2.08273600557752,0.0372977006694083,"AL"
2,"(Intercept)",0.195112102728599,0.0106402810174132,18.3371193307104,3.24870218075683e-65,"AK"
2,"EJB1_UNION",-0.159843800602383,0.0306960224771337,-5.20731312082715,2.31269346239025e-07,"AK"
4,"(Intercept)",0.197678257726401,0.00342090243363221,57.7854123470316,0,"AZ"
4,"EJB1_UNION",0.0127580318232702,0.011960570942344,1.06667414831369,0.28614311189488,"AZ"
5,"(Intercept)",0.144800448585008,0.00394777438687561,36.6790080675324,2.28068646816771e-265,"AR"
5,"EJB1_UNION",-0.10758492679704,0.0162370316879904,-6.62589867805795,3.75912118061922e-11,"AR"
6,"(Intercept)",0.247954320151739,0.00170737696519612,145.225293070097,0,"CA"
6,"EJB1_UNION",-0.0537416106315508,0.00357573376607383,-15.0295335579638,5.71536021461662e-51,"CA"
8,"(Intercept)",0.153279110655334,0.00307410294978393,49.8614110064556,0,"CO"
8,"EJB1_UNION",-0.016822225328576,0.00969410233230537,-1.73530511149199,0.0827141242862354,"CO"
9,"(Intercept)",0.166591238510959,0.00420774938819572,39.5915305646074,2.49390800986171e-310,"CT"
9,"EJB1_UNION",-0.0235239704261419,0.0091225633584496,-2.57865793876381,0.00993816877874533,"CT"
10,"(Intercept)",0.15416760446727,0.00856118996649606,18.0077308260417,2.48242714055702e-65,"DE"
10,"EJB1_UNION",-0.0594780619836113,0.0266273806035242,-2.23371809902095,0.0256600748962109,"DE"
11,"(Intercept)",0.182307158951829,0.0136044985982782,13.4005055485766,1.24233169723449e-37,"DC"
11,"EJB1_UNION",0.186251467353825,0.0284951631249455,6.5362485042514,1.02779130669092e-10,"DC"
12,"(Intercept)",0.18576976513086,0.0020629005048568,90.0527023448258,0,"FL"
12,"EJB1_UNION",0.0404083508941069,0.0073945429794586,5.46461776019935,4.67754804691965e-08,"FL"
13,"(Intercept)",0.159614047440379,0.00245935256874007,64.9008399483565,0,"GA"
13,"EJB1_UNION",-0.0174522437977788,0.01029247556772,-1.69563130686593,0.0899735181618202,"GA"
15,"(Intercept)",0.205381161581132,0.00893354819239631,22.9898755967915,2.28337309642724e-104,"HI"
15,"EJB1_UNION",-0.0884160823325272,0.015768701079139,-5.60706185555741,2.33293413497285e-08,"HI"
16,"(Intercept)",0.0918117610333861,0.00396619030211959,23.1486020689225,2.15645822188288e-111,"ID"
16,"EJB1_UNION",-0.0417524653784176,0.0132737416482083,-3.14549329683944,0.00167017748423629,"ID"
17,"(Intercept)",0.151053346960133,0.00241109641939905,62.6492353208263,0,"IL"
17,"EJB1_UNION",-0.0306122367242389,0.00563289993665066,-5.43454296517133,5.5597983933018e-08,"IL"
18,"(Intercept)",0.11770432155411,0.00248746643200907,47.3189587764779,0,"IN"
18,"EJB1_UNION",-0.00961453055773546,0.00810170074031945,-1.18672990596742,0.235356624120458,"IN"
19,"(Intercept)",0.107933442226832,0.00310068128568344,34.8095893393448,1.24031392954391e-246,"IA"
19,"EJB1_UNION",-0.0422290720679133,0.0098463597012058,-4.28880046528687,1.81842452271685e-05,"IA"
20,"(Intercept)",0.127433115925464,0.00402793494302475,31.6373322131586,1.95431089443953e-201,"KS"
20,"EJB1_UNION",-0.0416183958873434,0.013524090789623,-3.07735259506518,0.00209910725695338,"KS"
21,"(Intercept)",0.108328851742871,0.00293465313507962,36.913681704987,1.54937731730907e-275,"KY"
21,"EJB1_UNION",-0.0623572029687921,0.00958013721631255,-6.5090093764642,8.02179832358068e-11,"KY"
22,"(Intercept)",0.14253929932839,0.0035697187116334,39.9301207862307,9.34189204469546e-319,"LA"
22,"EJB1_UNION",-0.00792493286600428,0.0110356337317758,-0.718122135857534,0.472702446552083,"LA"
23,"(Intercept)",0.0650675841765324,0.00374290067954675,17.3842668420504,4.62493668411399e-64,"ME"
23,"EJB1_UNION",-0.0169503973929647,0.0093059064965907,-1.82146654914002,0.0686530329347883,"ME"
24,"(Intercept)",0.121738090947209,0.00285377562170357,42.6586063814425,0,"MD"
24,"EJB1_UNION",0.0242295815089756,0.00761427396484364,3.1821263091987,0.00146591418372721,"MD"
25,"(Intercept)",0.154915337389916,0.00401186931414822,38.6142531721044,5.13035745320522e-298,"MA"
25,"EJB1_UNION",0.0258210225324136,0.00964601279686802,2.67685965965103,0.00744753069997196,"MA"
26,"(Intercept)",0.148680621728211,0.0023934414049932,62.1200174017352,0,"MI"
26,"EJB1_UNION",-0.0302657131602513,0.00597561458243918,-5.06487035646418,4.12668115402766e-07,"MI"
27,"(Intercept)",0.121754100877917,0.00293818325922966,41.4385659898689,0,"MN"
27,"EJB1_UNION",-0.020803810051362,0.00693348844896377,-3.00048239850622,0.00270158804801011,"MN"
28,"(Intercept)",0.11437059964906,0.00320620031233794,35.6716949995123,2.75195137425867e-256,"MS"
28,"EJB1_UNION",-0.0234829979377425,0.0150932993375375,-1.55585584123013,0.119787435289103,"MS"
29,"(Intercept)",0.0933950288316108,0.00248412613375634,37.59673374169,3.20222811371896e-290,"MO"
29,"EJB1_UNION",0.013971061515282,0.00659295184546482,2.11909048370988,0.0341063867278892,"MO"
30,"(Intercept)",0.102003504984399,0.00642724340947639,15.870490424247,2.09826038775977e-53,"MT"
30,"EJB1_UNION",0.0705844110148041,0.0177870174744301,3.96831065783084,7.50345174081396e-05,"MT"
