"ESEX","term","estimate","std.error","statistic","p.value","state"
1,"(Intercept)",0.20226112436403,0.000482850564483334,418.88969226008,0,NA
1,"EJB1_UNION",0.0246846837693219,0.00133695436990653,18.4633704223187,4.38442346770128e-76,NA
2,"(Intercept)",0.18092262847401,0.000474344616176788,381.416004954889,0,NA
2,"EJB1_UNION",0.0291319514688607,0.00137913519027617,21.1233472064672,5.54833994087973e-99,NA
