"ESEX","r.squared","adj.r.squared","sigma","statistic","p.value","df","logLik","AIC","BIC","deviance","df.residual","nobs","state"
1,0.000159650731247318,0.000156072486337311,0.326769376157465,44.6170497712101,2.40042138554195e-11,1,-83948.5610538877,167903.122107775,167934.743564637,29836.1852402526,279422,279424,NA
2,0.000574309864317741,0.000570698622239352,0.312793041847227,159.033886919411,1.88269122875438e-36,1,-71049.1890537352,142104.37810747,142135.970782062,27077.4693929584,276754,276756,NA
