"ESEX","r.squared","adj.r.squared","sigma","statistic","p.value","df","logLik","AIC","BIC","deviance","df.residual","nobs","state"
1,0.000416920378260476,0.000414384034859716,0.100919136383422,164.378521509332,1.27234318789997e-37,1,344645.585418123,-689285.170836246,-689252.517710683,4013.82000871721,394104,394106,NA
2,0.000470672386529892,0.000467993832216296,0.109836770783497,175.718813750921,4.25913173802448e-40,1,294732.32730865,-589458.654617301,-589426.165313539,4501.84560721722,373160,373162,NA
