"ESEX","term","estimate","std.error","statistic","p.value","state"
1,"(Intercept)",0.0516788131965194,0.000395960239506946,130.515157938258,0,NA
1,"EJB1_UNION",-0.020946874627253,0.00103773776318049,-20.1851328634841,1.53541000101136e-90,NA
2,"(Intercept)",0.0636888023726582,0.000427457723874547,148.994388954708,0,NA
2,"EJB1_UNION",-0.0288099086144528,0.00118386561985033,-24.3354550815447,1.13530150620142e-130,NA
