"ESEX","r.squared","adj.r.squared","sigma","statistic","p.value","df","logLik","AIC","BIC","deviance","df.residual","nobs","state"
1,0.00145602831965941,0.0014524547142466,0.193471456742933,407.439588715592,1.53541000171372e-90,1,62504.4477099733,-125002.895419947,-124971.273963085,10459.1020445412,279422,279424,NA
2,0.00213528919211451,0.00213168359034965,0.209704938996009,592.214374026732,1.13530150571843e-130,1,39609.0056469279,-79212.0112938557,-79180.4186192641,12170.5785829775,276754,276756,NA
