"ESEX","term","estimate","std.error","statistic","p.value","state"
1,"(Intercept)",0.00481082957994295,0.000126953341850449,37.8944698093107,2.00096365174889e-313,NA
1,"EJB1_UNION",0.00124568754362617,0.000332720975126752,3.74394052900216,0.000181192839296205,NA
2,"(Intercept)",0.0016888408426912,7.07044145066753e-05,23.8859320804044,5.75858016783212e-126,NA
2,"EJB1_UNION",0.000325999970745067,0.000195819424544229,1.66479894169761,0.0959540071253755,NA
