"ESEX","term","estimate","std.error","statistic","p.value","state"
1,"(Intercept)",0.003520146649778,7.01782315606051e-05,50.1600934007299,0,NA
1,"EJB1_UNION",-0.0005238140904613,0.000194314970839186,-2.69569600427136,0.00702447195218395,NA
2,"(Intercept)",0.00299423957876426,6.30700971397003e-05,47.4747893939662,0,NA
2,"EJB1_UNION",-0.000539531931532318,0.000183373411340836,-2.94225824555061,0.00325848113621975,NA
