"Ast_var","term","estimate","std.error","statistic","p.value"
"TVAL_BANK_log","(Intercept)",-17.836103748978,3.09695234486268,-5.759243850996,8.45236662438093e-09
"TVAL_BANK_log","EJB1_UNION",6.62219324171002,8.75508961978045,0.756382119350148,0.449420357588887
"TVAL_BANK_log","Median_oneYear_ahead_uncertainty_inflation",-0.0675411970721188,0.0545776082448869,-1.23752577740426,0.215892329224645
"TVAL_BANK_log","Median_threeYear_ahead_uncertainty_inflation",-0.0120506428538207,0.0448098023834588,-0.268928721235983,0.787984606841094
"TVAL_BANK_log","Mean_prob_losingJob",0.0106090884810087,0.00672721269400969,1.57704073939206,0.114786563654203
"TVAL_BANK_log","h_1",32.1485074879918,5.99502374417258,5.36253213663107,8.20869945414351e-08
"TVAL_BANK_log","h_3",-57.2997219368517,10.0807895632092,-5.68405099397894,1.31588509488937e-08
"TVAL_BANK_log","h_12",50.6601254407344,7.2904967115268,6.94878928628239,3.68725851847889e-12
"TVAL_BANK_log","EJB1_UNION:Median_oneYear_ahead_uncertainty_inflation",0.00449323183409468,0.154819873471495,0.0290223195081087,0.976846797245494
"TVAL_BANK_log","EJB1_UNION:Median_threeYear_ahead_uncertainty_inflation",0.0274367205095822,0.127033427711547,0.215980321115812,0.829003144445758
"TVAL_BANK_log","EJB1_UNION:Mean_prob_losingJob",-0.0029280479148938,0.019059361841025,-0.153627804504515,0.877903252769341
"TVAL_BANK_log","EJB1_UNION:h_1",-7.50824908541808,16.9568393699182,-0.442785882535271,0.657920740418816
"TVAL_BANK_log","EJB1_UNION:h_3",13.616603169462,28.5110946976292,0.477589630067562,0.632942449126192
"TVAL_BANK_log","EJB1_UNION:h_12",-12.4767681537718,20.6143241089471,-0.605247501098356,0.545014737268419
"TVAL_STMF_log","(Intercept)",-7.41870793195215,3.38456430325887,-2.19192406089284,0.0283852897911677
"TVAL_STMF_log","EJB1_UNION",14.892827718983,9.56816912216813,1.55649712383097,0.119590338515536
"TVAL_STMF_log","Median_oneYear_ahead_uncertainty_inflation",-0.011758120645569,0.0596461953731103,-0.197131109067684,0.843724991759108
"TVAL_STMF_log","Median_threeYear_ahead_uncertainty_inflation",-0.00529484638915784,0.0489712597078609,-0.108121506792849,0.913899336479081
"TVAL_STMF_log","Mean_prob_losingJob",0.0047472952735496,0.00735196457974065,0.645717919619938,0.518462246390212
"TVAL_STMF_log","h_1",11.3587339181038,6.55177771636508,1.73368731508272,0.0829739801486316
"TVAL_STMF_log","h_3",-20.3703441661219,11.0169859606979,-1.84899429288476,0.0644590212257884
"TVAL_STMF_log","h_12",18.0908670950998,7.96756041913004,2.27056541066998,0.023173575327925
"TVAL_STMF_log","EJB1_UNION:Median_oneYear_ahead_uncertainty_inflation",0.0321599447832296,0.169197894845202,0.190072960497839,0.84925200849333
"TVAL_STMF_log","EJB1_UNION:Median_threeYear_ahead_uncertainty_inflation",0.0335204684217934,0.138830939864585,0.2414481127513,0.809207891453531
"TVAL_STMF_log","EJB1_UNION:Mean_prob_losingJob",-0.00485662141098497,0.0208293924306052,-0.233161933415255,0.815635726178329
"TVAL_STMF_log","EJB1_UNION:h_1",-21.6162675686721,18.5316100593937,-1.16645383209511,0.243431366991987
"TVAL_STMF_log","EJB1_UNION:h_3",38.1467493452536,31.1589015957906,1.22426489354833,0.220852691766601
"TVAL_STMF_log","EJB1_UNION:h_12",-32.0673084552814,22.5287630372126,-1.42339410301015,0.154622347624055
"TVAL_BOND_log","(Intercept)",-1.11053360370741,1.60791041880796,-0.690668827515101,0.489773892265652
"TVAL_BOND_log","EJB1_UNION",1.92387446844758,4.54556552689434,0.423242049215826,0.672118789094994
"TVAL_BOND_log","Median_oneYear_ahead_uncertainty_inflation",-0.00442097717565203,0.0283362141739588,-0.156018625089125,0.876018381347099
"TVAL_BOND_log","Median_threeYear_ahead_uncertainty_inflation",0.00160277475942818,0.0232648552815506,0.0688925308166093,0.945075181892831
"TVAL_BOND_log","Mean_prob_losingJob",0.00218508056072743,0.00349270966283304,0.625611852018369,0.531569749075496
"TVAL_BOND_log","h_1",2.55524560650194,3.11256359990376,0.820945668895231,0.411677471249234
"TVAL_BOND_log","h_3",-4.35644008006959,5.23385727758536,-0.832357446720335,0.405207472755015
"TVAL_BOND_log","h_12",3.29202187923674,3.78516177047241,0.869717618125968,0.384455013789519
"TVAL_BOND_log","EJB1_UNION:Median_oneYear_ahead_uncertainty_inflation",0.00171371107593965,0.0803811166181779,0.0213198217198204,0.982990537530303
"TVAL_BOND_log","EJB1_UNION:Median_threeYear_ahead_uncertainty_inflation",0.00782393329141753,0.0659546383699166,0.118625975136666,0.905571716527478
"TVAL_BOND_log","EJB1_UNION:Mean_prob_losingJob",-0.00307567450741869,0.00989545303493322,-0.310816947598139,0.75593986950519
"TVAL_BOND_log","EJB1_UNION:h_1",-4.22444851178629,8.80384186026391,-0.479841480439729,0.631340251824179
"TVAL_BOND_log","EJB1_UNION:h_3",6.97960293269934,14.8027096031957,0.471508468368015,0.637277807792353
"TVAL_BOND_log","EJB1_UNION:h_12",-4.66832675509187,10.7027757680688,-0.436179067585401,0.662706936708051
"TVAL_RENT_log","(Intercept)",-0.248050258015943,2.33405281698562,-0.106274483683833,0.915364603776285
"TVAL_RENT_log","EJB1_UNION",-11.2396332795186,6.59837133881254,-1.70339508075356,0.0884945626579094
"TVAL_RENT_log","Median_oneYear_ahead_uncertainty_inflation",-0.00875748712912337,0.0411330256597683,-0.21290646600036,0.831399975435485
