TEHC_ST,201701,201702,201703,201704,201705,201706,201707,201708,201709,201710,201711,201712,201801,201802,201803,201804,201805,201806,201807,201808,201809,201810,201811,201812,201901,201902,201903,201904,201905,201906,201907,201908,201909,201910,201911,201912,202001,202002,202003,202004,202005,202006,202007,202008,202009,202010,202011,202012,202101,202102,202103,202104,202105,202106,202107,202108,202109,202110,202111,202112,202201,202202,202203,202204,202205,202206,202207,202208,202209,202210,202211,202212
ME,169333.209,170131.6726,170897.2845,171730.8711,172625.8815,173538.0377,174467.6438,175289.8008,176116.4336,177020.9999,178065.3249,179027.3956,179809.436,180648.2861,181834.3671,183134.4346,184417.6377,185396.9171,186723.0712,187850.8671,188869.2815,189225.8311,189761.5914,190517.8284,191774.673,193378.941,195111.2653,196517.9059,197541.2052,198357.3485,199202.0773,200036.0336,200753.3106,201567.8724,202560.8919,203686.5068,204939.8938,206166.4201,207553.7466,208938.2726,210056.2977,210852.1485,211640.2923,213187.6425,215909.5367,219291.7423,222605.6484,225429.4013,227785.5153,230085.6848,232286.943,234981.7225,238406.2325,242321.9752,245659.7157,247344.1214,247658.7001,247515.9836,248036.1625,249183.2573,251379.034,254221.9677,257650.3114,261488.9429,265073.856,268055.1369,269302.7881,269121.6783,268347.4754,267887.5194,268004.1495,268198.7082
MD,338525.3214,341778.3225,345077.8897,348493.9306,351388.3417,353636.227,355184.0676,356449.2575,357901.5575,359755.5286,362003.0961,364693.4887,367654.7078,370689.5698,373689.4663,376366.8689,378918.4077,380871.336,383011.2596,384798.7549,386549.315,387883.9706,389168.5061,390575.3586,392184.324,394251.7973,396516.5672,398546.7068,399688.0971,400443.1273,401035.8223,401956.4223,402885.1361,404237.024,406086.336,408268.9015,410719.837,413541.2292,416829.3102,419989.7374,421577.8502,421958.8046,422292.0334,424247.0151,428307.7372,433678.8649,439791.9097,445767.2035,451560.5281,457748.0947,464994.5844,473242.4961,482199.5368,490976.9765,498314.2503,503528.9643,506990.1311,510610.9083,515476.3483,521323.1117,529117.6691,538878.6753,550470.0505,561479.2146,570179.9233,575465.3377,575811.879,571947.3827,565940.7071,561148.4235,557433.8108,553771.4061
MA,209290.093,210940.52,212594.5002,214413.8766,216075.9397,217489.8418,218435.1958,219081.9087,219637.5669,220354.1583,221436.5813,222884.4431,224412.68,226041.7443,227912.2234,229789.5202,231457.8827,232485.79,233624.8541,234610.2789,235584.9988,236112.7,236678.3591,237458.6701,238704.6588,240409.3388,242330.1821,243975.8,245038.5863,245822.2692,246390.6489,246924.8287,247225.8433,247784.1202,248780.1629,250137.4311,251851.0011,253794.2552,255935.8167,257806.7998,258826.2453,259159.1016,259245.4539,260058.7972,262118.423,265151.1265,268726.6711,272291.4159,275659.4752,279117.061,282565.9997,286335.8741,290549.915,295126.0772,299056.3181,301180.3056,301663.7542,301783.5307,302754.4623,304391.5613,307593.3123,311802.6913,317041.4713,322124.7272,326397.4887,329541.8278,330247.0185,329047.3425,326745.155,325230.2212,324345.8957,323403.0776
MI,160127.4739,160524.3128,160923.4389,161664.2499,162368.5877,163104.8701,163756.2601,164526.1146,165417.1183,166333.6344,167355.5258,168297.743,169185.0706,170030.0252,171084.6553,171963.8826,172762.6084,173317.4062,174208.1632,175232.7301,176331.1503,177067.3647,177721.3278,178317.3364,179145.7943,180012.4212,181007.9279,181881.4642,182696.5618,183488.6654,184259.1611,185029.7322,185595.8257,186299.8373,187251.9483,188418.2931,189740.9955,190914.5117,192183.3816,193332.3374,194289.0771,195083.78,196077.4942,197604.6435,199899.3348,202586.1648,205500.6316,208251.5409,210854.0244,213533.5072,216282.4332,219127.3741,222445.9801,226355.7116,230342.5597,233516.4955,235873.7209,238258.9409,241215.6612,244493.9269,248717.1993,253630.8326,259253.8245,264889.3828,270159.9907,275071.6669,278478.7753,280308.3699,280565.2851,280654.3076,280679.5999,280432.7636
MN,128456.3966,128848.335,129026.904,129122.4149,129128.5547,129197.3096,129499.1596,130018.2993,130691.2433,131395.7253,132126.6612,132780.4732,133353.478,133838.4907,134487.4973,134925.7841,135289.3757,135442.9816,135944.3589,136603.47,137400.7562,137896.9965,138500.5211,139175.4998,140194.0771,141374.9998,142604.2013,143474.1349,143962.2278,144426.5552,145084.6095,145903.5626,146568.1153,147414.945,148532.5166,149919.2773,151238.3198,152349.713,153374.9565,154306.7137,155040.042,155744.4992,156587.1519,157843.2174,159672.4224,161747.5843,163974.9631,165907.4502,167734.4252,169626.1407,171575.0282,173649.3207,175937.4687,178671.1686,181454.6251,183684.2402,185171.8216,186599.2736,188518.2677,190604.2116,193009.219,195468.0563,198067.7148,200738.1936,203029.6611,205409.0595,206870.9803,207814.9177,207887.5018,207774.7636,207447.816,207044.4848
MS,150435.5367,150248.5548,149981.6908,149787.2441,149430.8722,149183.9304,149265.2923,149758.1529,150545.9185,151280.7302,151778.4293,152003.8523,152434.1836,152910.9855,153684.5933,153978.264,154023.0274,153493.7014,153335.6387,153361.1746,153695.1105,153563.1668,153694.7324,153987.6521,154742.555,155732.9491,156919.6944,158012.2507,158816.5194,159292.9453,159779.8667,160159.5878,160404.7257,160644.8887,161217.5091,162212.1818,163460.353,164623.0467,165548.7803,166465.597,166963.8836,167196.0307,167365.2496,168252.1762,170065.4337,171873.3652,173193.4972,173783.4176,174231.9622,174969.3168,175844.7037,176699.9925,177601.7963,178823.5348,179787.3958,180062.2659,179794.9011,180036.4821,181016.4091,182329.3282,183915.4763,185532.318,187438.4073,189181.8375,190570.6986,191861.1755,192523.7394,192456.0514,191334.131,190112.1994,188983.6468,187759.7089
MO,121856.4275,122368.1052,122872.9131,123458.9135,124028.8578,124593.8244,125249.6256,125917.2139,126764.0693,127392.0959,127807.9328,127957.0252,128311.0121,129117.1981,130331.8892,131380.5844,132142.3043,132532.5312,133124.545,133775.3934,134552.1058,134984.3337,135550.6382,136134.4982,136662.9808,137021.0215,137307.5021,137690.2941,137964.9653,138225.9049,138487.5217,138833.6145,139089.1799,139632.7885,140447.0596,141461.2476,142531.9849,143503.6827,144554.5131,145468.9353,146314.9663,147030.7963,147968.7448,149320.8219,151375.1368,153661.7561,156015.4983,158022.5073,159815.8873,161588.4935,163383.0983,165139.5146,166986.6193,169064.5957,170768.0785,171729.9065,171815.4992,172084.9468,172831.2685,174024.5687,176217.7452,179065.4799,182360.9264,185310.9611,187722.5455,190082.909,191767.4659,192651.005,192710.5903,192917.9276,193401.7672,193728.6639
MT,310975.6775,313715.0404,316300.7704,318916.5438,321184.784,323314.8202,325108.4004,326880.9884,328457.29,329995.7661,331556.8715,333513.3341,335971.2014,338773.9272,341788.6697,344386.77,346602.1517,347921.5772,349299.0846,350483.9596,351586.6983,352192.4759,352702.4784,353666.6685,355119.4232,356961.3468,358781.6622,360226.391,361036.5403,361704.2443,362218.8445,362913.6227,363512.9559,364524.7093,366187.9333,368393.435,371341.4418,374435.5727,377757.0899,380435.6673,381756.4077,382075.561,382516.6374,384745.206,389089.7053,394941.7729,401865.235,409017.4475,416077.0999,423376.0357,431078.9704,439055.6691,446917.2144,454070.9523,460402.0156,465093.2433,468689.9216,471908.2173,475597.3945,479647.2338,484960.6952,491776.7423,500181.7323,508729.2998,516014.1795,520736.3684,520878.2144,517131.5696,511286.3668,506783.0969,503395.2905,500249.9694
NE,115938.3611,116241.5638,116668.8463,117077.1178,117395.6546,117702.0349,117987.8496,118294.4553,118701.3697,119184.36,119633.1639,120058.6288,120580.2295,121091.8306,121704.4971,122260.1414,122698.465,122823.4369,123016.4057,123270.1687,123767.8026,124172.6436,124865.6485,125614.3566,126084.6683,126390.5117,126606.877,126976.3933,127311.3489,127812.3195,128388.0829,128930.2163,129240.7722,129765.8075,130646.2199,131886.272,133345.91,134774.5567,136032.0681,136996.1661,137611.1205,138271.8998,139304.171,140919.1102,143069.8505,145304.269,147767.8166,150134.3214,152377.4395,154410.4946,156367.4205,158262.468,160245.71,162410.9153,164257.5596,165732.1842,166702.1195,168148.8124,169950.3351,172031.8322,174681.176,177603.7468,180767.7334,183453.6184,185690.1623,187799.6293,189404.669,190402.2881,190821.5644,191281.7395,191956.5184,192362.8013
NV,252153.0258,252662.6861,253139.657,254084.3733,255197.6593,256184.7876,257016.0541,257536.2736,258016.6889,258509.2531,259392.9246,260337.9286,261165.7023,261631.4127,262176.2677,262419.268,262704.1676,262702.1704,263001.9005,263370.631,263909.3718,264263.3617,264532.1282,264690.1958,264906.8697,265350.057,265993.2898,266655.559,267015.4404,267230.9471,267477.1784,267810.8748,267947.0775,268259.0074,268880.0974,269842.7125,271145.264,272569.8856,274516.0126,276385.2531,277478.3953,277734.2012,277668.0922,278645.2461,281092.3081,284981.8379,289858.069,295052.4789,300060.0631,304947.3244,309736.8656,314458.8155,319057.4911,323416.8079,326368.6422,327455.7823,326686.3181,325993.679,326219.116,327862.092,331688.4986,337161.7068,343724.7694,349908.4954,355623.9022,360529.508,363695.4618,364519.8268,363835.6469,363281.3514,363676.4606,364064.7433
NH,277780.7992,279940.8745,282339.8325,284826.9456,287099.3311,289332.5296,291424.6729,293566.6705,295662.1098,297691.4364,299753.7365,301990.8416,304553.1749,307309.892,310253.1109,312755.672,315074.1676,317109.1274,319908.7965,322685.8783,325360.1776,327413.5992,329412.6781,331192.6569,333493.2498,336195.0505,339230.8405,341610.9692,343167.2952,344160.5673,345110.7267,346309.4494,347830.6812,349753.9835,352217.1797,355177.4346,358403.7125,361924.0953,365690.2632,369198.5707,371351.4243,372562.9743,373925.0164,376983.9887,382109.0254,388704.5345,396228.6834,403873.7211,411640.787,419616.0652,428123.1926,437421.5726,447908.2751,458584.5967,468301.0544,476021.8883,481962.2424,486950.3106,491841.0761,497212.866,504886.8137,514980.3603,526918.0131,538306.7796,547132.1744,552005.4386,551338.3684,546295.4737,539061.5747,532794.4704,527576.9511,522395.8866
NJ,130434.2408,130818.9517,131090.7348,131440.5819,131889.5202,132421.0451,132996.0757,133498.3065,134035.2474,134616.5295,135193.2472,135660.9657,136139.8794,136816.7004,137685.347,138406.7946,139073.3536,139700.1179,140570.4846,141212.1264,141848.0072,142207.7854,142756.6016,143262.547,144143.7959,145357.7482,146791.2907,147963.5442,148870.5541,149615.1893,150148.4043,150519.0878,150806.066,151494.9747,152281.7698,153103.6448,153437.2976,154035.3252,154903.9856,156159.6115,157449.2278,158546.0558,159753.1929,160961.7196,162765.6278,164637.7855,166370.1795,167521.6841,168470.7737,169607.6249,170987.478,172633.168,174495.5269,176535.0413,178328.4669,179422.5621,179926.4852,180481.873,181417.7874,182666.4572,184717.229,187262.3591,190373.2463,193367.3348,196325.6589,198910.3285,200516.1883,201061.7388,201005.3589,201197.7883,201587.2326,201671.1876
