"ESEX","r.squared","adj.r.squared","sigma","statistic","p.value","df","logLik","AIC","BIC","deviance","df.residual","nobs","state"
1,0.00705908571090407,0.00705656622134221,0.346836255205309,2801.79200491697,0,1,-141891.361914291,283788.723828582,283821.376954145,47408.8935627321,394104,394106,NA
2,0.00524378817352548,0.00524112241028218,0.365997089671186,1967.08698228678,0,1,-154416.658177414,308839.316354829,308871.805658591,49986.2259977649,373160,373162,NA
