"ESEX","term","estimate","std.error","statistic","p.value","state"
1,"(Intercept)",0.011076489979391,0.000125511099603681,88.251079102697,0,NA
1,"EJB1_UNION",0.00398175876094847,0.000347524939245892,11.4574763169188,2.18115498837682e-30,NA
2,"(Intercept)",0.0123424409501869,0.000136213407986921,90.6110575500175,0,NA
2,"EJB1_UNION",0.00268825392123156,0.000396034228988051,6.78793327561761,1.13920092940757e-11,NA
