"ESEX","r.squared","adj.r.squared","sigma","statistic","p.value","df","logLik","AIC","BIC","deviance","df.residual","nobs","state"
1,7.27524158805414e-07,-2.85128950827662e-06,0.14805841300512,0.203286403397496,0.652081481017226,1,137256.825995578,-274507.651991157,-274476.030534295,6125.29171751008,279422,279424,NA
2,0.000278033041046776,0.000274420728426317,0.136144269754559,76.9681559323171,1.7469299333886e-18,1,159163.822642257,-318321.645284514,-318290.052609923,5129.70795130158,276754,276756,NA
