"ESEX","term","estimate","std.error","statistic","p.value","state"
1,"(Intercept)",0.0143013679054895,0.000206162137758069,69.3695169297874,0,NA
1,"EJB1_UNION",0.00188160119284025,0.000540312421156149,3.48243186564921,0.000496957554441647,NA
2,"(Intercept)",0.0140377143192549,0.000202068257559684,69.4701606713693,0,NA
2,"EJB1_UNION",0.00081769460677079,0.000559638180869973,1.46111297392122,0.143985575628503,NA
