"ESEX","term","estimate","std.error","statistic","p.value","state"
1,"(Intercept)",0.0265483291383563,0.000180224404725156,147.307070753502,0,NA
1,"EJB1_UNION",-0.00445569769108474,0.000499019413426444,-8.92890651385753,4.32021699089183e-19,NA
2,"(Intercept)",0.0216385872881349,0.000169321048751692,127.796204002184,0,NA
2,"EJB1_UNION",-0.00126952916255544,0.000492293174253914,-2.57880715993972,0.0099145908045237,NA
