"ESEX","term","estimate","std.error","statistic","p.value","state"
1,"(Intercept)",0.276060277162821,0.000592470597678969,465.947640683436,0,NA
1,"EJB1_UNION",0.0868337566492789,0.00164047888285191,52.9319563677174,0,NA
2,"(Intercept)",0.300855617681331,0.00063806923156683,471.509364183814,0,NA
2,"EJB1_UNION",0.0822796526419898,0.00185515699151167,44.3518543274035,0,NA
