"ESEX","term","estimate","std.error","statistic","p.value","state"
1,"(Intercept)",0.150524334665222,0.000634092588135724,237.385418914569,0,NA
1,"EJB1_UNION",-0.00471800806857601,0.00166183813021396,-2.83902985663747,0.00452541863465135,NA
2,"(Intercept)",0.165371683088007,0.000651614049168232,253.787780203787,0,NA
2,"EJB1_UNION",-0.0047309119017488,0.00180467781288269,-2.62147174857317,0.00875558065713664,NA
