"ESEX","r.squared","adj.r.squared","sigma","statistic","p.value","df","logLik","AIC","BIC","deviance","df.residual","nobs","state"
1,5.01620758510034e-05,4.65834391011333e-05,0.0620310969019888,14.0170906848052,0.000181192839286543,1,380347.618382182,-760689.236764363,-760657.615307502,1075.1758938658,279422,279424,NA
2,1.00144090446166e-05,6.40112798777626e-06,0.034686623033679,2.77155551622445,0.0959540071285531,1,537589.189431461,-1075172.37886292,-1075140.78618833,332.979845635013,276754,276756,NA
