"ESEX","r.squared","adj.r.squared","sigma","statistic","p.value","df","logLik","AIC","BIC","deviance","df.residual","nobs","state"
1,1.79557568294991e-05,1.54002710119894e-05,846.141795202501,7.02635745700355,0.00803217940389624,1,-3192942.04868494,6385890.09736989,6385922.72913598,280159286025.885,391308,391310,NA
2,1.83646300428239e-06,-8.60767376043015e-07,1255.8035773704,0.680869909230094,0.409287865803992,1,-3171585.66885354,6343177.33770709,6343209.80757305,584688553195.136,370750,370752,NA
