"ESEX","term","estimate","std.error","statistic","p.value","state"
1,"(Intercept)",0.0198554368618611,0.000172391496428013,115.17642849717,0,NA
1,"EJB1_UNION",0.00611987027164815,0.000477331044918169,12.8210187390961,1.27234318859087e-37,NA
2,"(Intercept)",0.0219386855371563,0.000191486396775918,114.570465090685,0,NA
2,"EJB1_UNION",0.00738006051370609,0.0005567379058318,13.2558973197268,4.25913173755318e-40,NA
