"TEHC_ST","term","estimate","std.error","statistic","p.value","state"
1,"(Intercept)",0.0010930395719439,0.00020320967497213,5.3788756470075,7.60495195239647e-08,"AL"
1,"EJB1_UNION",0.00310373238707527,0.000541639922306665,5.73025041037873,1.02162361070928e-08,"AL"
2,"(Intercept)",0.000875430266431243,0.000458828572709617,1.90796807021276,0.0565823673921667,"AK"
2,"EJB1_UNION",0.00288823517152058,0.00131328515256544,2.19924451736818,0.0280097020875847,"AK"
4,"(Intercept)",0.0015149411255549,0.00019905472908759,7.61067638281675,2.88930003913853e-14,"AZ"
4,"EJB1_UNION",-0.00151494112555484,0.00072209065005681,-2.09799299497321,0.0359225236367937,"AZ"
5,"(Intercept)",0.0010113467859646,0.000157226069886482,6.43243697877076,1.32953993074647e-10,"AR"
5,"EJB1_UNION",-0.00101134678596427,0.000679583703195036,-1.48818575432203,0.136742204323356,"AR"
6,"(Intercept)",0.0030265277444674,0.000137801711253021,21.9629184351006,1.18114714961238e-106,"CA"
6,"EJB1_UNION",-0.00114373896729061,0.00030998668647957,-3.68963899798317,0.000224694036881163,"CA"
8,"(Intercept)",0.00448891139447195,0.000386495357008653,11.6143992756204,4.67642900949741e-31,"CO"
8,"EJB1_UNION",-0.00402139703678455,0.00125653117185332,-3.20039576165325,0.00137514333043431,"CO"
9,"(Intercept)",0.00786669250291423,0.000748965279855846,10.5034141294618,1.13902904910599e-25,"CT"
9,"EJB1_UNION",-0.00424081784877584,0.00171287543219589,-2.47584720351739,0.0133087602728229,"CT"
10,"(Intercept)",0.000647545748549936,0.000159425730682916,4.06173925486249,5.0717220733666e-05,"DE"
10,"EJB1_UNION",-0.000647545748549926,0.00051454433324324,-1.25848387925752,0.208373658452214,"DE"
11,"(Intercept)",0.00502603460085022,0.000559795814542057,8.97833543997072,8.24083908217035e-19,"DC"
11,"EJB1_UNION",-0.00502603460085025,0.00122888620086141,-4.08991052005234,4.55038268274488e-05,"DC"
12,"(Intercept)",0.00258563984611371,0.000172377176962026,14.9998966898228,1.0112138253618e-50,"FL"
12,"EJB1_UNION",-0.00174607988299752,0.00065542502613445,-2.6640421304867,0.00772388937800494,"FL"
13,"(Intercept)",0.00162181523825503,0.000136140263918443,11.9128257252873,1.24909950416665e-32,"GA"
13,"EJB1_UNION",-8.07967945758785e-05,0.000602293238247254,-0.134148599793361,0.893286172491044,"GA"
15,"(Intercept)",0.000979239551021033,0.000202327414862745,4.83987576120284,1.36222430899275e-06,"HI"
15,"EJB1_UNION",-0.00089317786295926,0.000382205705940671,-2.33690352884974,0.0195070752831475,"HI"
16,"(Intercept)",0.000372364823732431,5.89394990792737e-05,6.31774666478926,2.87167365571356e-10,"ID"
16,"EJB1_UNION",0.000524457394356476,0.000205106846361718,2.5569960421095,0.0105857674574348,"ID"
17,"(Intercept)",0.00288672287884109,0.000181236377530518,15.9279440373664,7.53911922523377e-57,"IL"
17,"EJB1_UNION",-0.000785392269232691,0.000449321479935246,-1.74795175460091,0.0804841948106357,"IL"
18,"(Intercept)",0.0036772248768563,0.000264802244253153,13.886683200996,1.33327406008685e-43,"IN"
18,"EJB1_UNION",-0.000433356648910465,0.000867459272256145,-0.499570023366472,0.617384452767982,"IN"
19,"(Intercept)",0.00538932266722316,0.000456143345444974,11.8149759741991,5.31318370750015e-32,"IA"
19,"EJB1_UNION",-0.00209118669820226,0.00152888845650544,-1.36778238419176,0.171410743921566,"IA"
20,"(Intercept)",0.00354390114766026,0.000492136277191866,7.20105652012038,6.58453897068963e-13,"KS"
20,"EJB1_UNION",-0.00262383214248502,0.00176641160385364,-1.48540246042361,0.137481343373517,"KS"
21,"(Intercept)",0.00261593783163362,0.000287168144734935,9.10942902127329,9.65756808742187e-20,"KY"
21,"EJB1_UNION",-0.000340237432472588,0.000982128544728299,-0.346428615988056,0.729027008303366,"KY"
22,"(Intercept)",0.00286225411937384,0.000351441225835372,8.14433227795142,4.19927309685364e-16,"LA"
22,"EJB1_UNION",-0.00255962113676662,0.00117771541801227,-2.17337830312752,0.0297718093482818,"LA"
23,"(Intercept)",0.000879336269514927,0.000134458503829219,6.53983381097119,7.17696620378871e-11,"ME"
23,"EJB1_UNION",0.00138472616937472,0.000368437758665855,3.75837203653863,0.000174175829171426,"ME"
24,"(Intercept)",0.00409928151896637,0.000398804156830713,10.2789337792847,1.06228599032087e-24,"MD"
24,"EJB1_UNION",0.0016607970396571,0.00109467610227538,1.51715839617307,0.129248116601794,"MD"
25,"(Intercept)",0.00801089319165254,0.000638637996068291,12.5437152831037,7.84434279543052e-36,"MA"
25,"EJB1_UNION",-0.00801089319165213,0.00163196768238067,-4.90873273909815,9.30678945502493e-07,"MA"
26,"(Intercept)",0.00526721401299956,0.000354328117534903,14.8653571431026,9.06901331090456e-50,"MI"
26,"EJB1_UNION",-0.00207712828539764,0.000909998951147863,-2.28256118622727,0.0224646649017281,"MI"
27,"(Intercept)",0.00321853081284642,0.0002938839289879,10.9517074442643,8.4513142872256e-28,"MN"
27,"EJB1_UNION",-0.00245060000745408,0.000714785396762642,-3.42844162535102,0.000608802645409697,"MN"
28,"(Intercept)",0.000167478275790091,3.91424208580504e-05,4.27868977234315,1.89743739145345e-05,"MS"
28,"EJB1_UNION",-0.000167478275790186,0.000174346880588882,-0.960603798728741,0.336774603974355,"MS"
29,"(Intercept)",0.00223224389241647,0.000249906233477669,8.93232578216553,4.70634250731667e-19,"MO"
29,"EJB1_UNION",-0.00215446140980693,0.000705507139672151,-3.05377690551524,0.00226421198891364,"MO"
30,"(Intercept)",0.000649260806005051,0.000129560034129162,5.01127381116451,5.71861574390277e-07,"MT"
30,"EJB1_UNION",-0.000603939423013973,0.000407085565277611,-1.48356874948911,0.138027750844257,"MT"
31,"(Intercept)",0.00397937426871851,0.000773698310504817,5.14331518459964,2.82272340333595e-07,"NE"
31,"EJB1_UNION",-0.00397937426871851,0.00259312972842609,-1.53458356714525,0.124961688892053,"NE"
32,"(Intercept)",0.0010461735240375,0.000118158916655928,8.85395324911366,1.00670826235202e-18,"NV"
